#alt_asm_name	prim_asm_name	alt_scaf_name	alt_scaf_acc	parent_type	parent_name	parent_acc	region_name	ori	alt_scaf_start	alt_scaf_stop	parent_start	parent_stop	alt_start_tail	alt_stop_tail
PATCHES	Primary Assembly	HG2063_PATCH	KQ759760.1	CHROMOSOME	12	CM000674.2	REGION232	b	1	315610	86768210	87083988	0	0
PATCHES	Primary Assembly	HG2247_PATCH	KN538370.1	CHROMOSOME	12	CM000674.2	REGION207	+	1	86533	122057735	122145576	0	0
PATCHES	Primary Assembly	HG2291_PATCH	KN538372.1	CHROMOSOME	13	CM000675.2	BAGE5	+	169909	356766	18171249	18358106	169908	0
PATCHES	Primary Assembly	HSCHR13_1_CTG7	KQ090024.1	CHROMOSOME	13	CM000675.2	REGION218	+	1	168146	84294441	84452423	0	0
PATCHES	Primary Assembly	HG2216_PATCH	KN196483.1	CHROMOSOME	13	CM000675.2	REGION197	+	12122	35455	86269523	86292877	12121	0
PATCHES	Primary Assembly	HG2249_PATCH	KN538373.1	CHROMOSOME	13	CM000675.2	REGION208	+	1	148762	100900735	101049613	0	0
PATCHES	Primary Assembly	HSCHR13_1_CTG8	KQ090025.1	CHROMOSOME	13	CM000675.2	REGION219	+	1	123480	108604134	108722945	0	0
PATCHES	Primary Assembly	HG2288_HG2289_PATCH	KN538371.1	CHROMOSOME	13	CM000675.2	REGION209	+	1	206320	113936976	114147229	0	0
PATCHES	Primary Assembly	HSCHR15_6_CTG8	KQ031389.1	CHROMOSOME	15	CM000677.2	REGION25	b	1	2365364	30012327	32846950	0	0
PATCHES	Primary Assembly	HSCHR16_5_CTG1	KQ090026.1	CHROMOSOME	16	CM000678.2	REGION221	+	1	59016	2820536	2873621	0	0
PATCHES	Primary Assembly	HSCHR16_4_CTG3_1	KQ090027.1	CHROMOSOME	16	CM000678.2	REGION220	+	1	267463	71137292	71399966	0	0
PATCHES	Primary Assembly	HSCHR16_3_CTG3_1	KQ031390.1	CHROMOSOME	16	CM000678.2	REGION213	+	1	169136	75930096	76091406	0	0
PATCHES	Primary Assembly	HG2285_HG106_HG2252_PATCH	KV766196.1	CHROMOSOME	17	CM000679.2	RFLNB	+	1	281919	402638	722442	0	0
PATCHES	Primary Assembly	HG2046_PATCH	KV575245.1	CHROMOSOME	17	CM000679.2	POLR2A	+	1	154723	7379544	7534268	0	0
PATCHES	Primary Assembly	HSCHR17_3_CTG1	KV766198.1	CHROMOSOME	17	CM000679.2	REGION238	+	1	276292	18239627	18506313	0	0
PATCHES	Primary Assembly	HSCHR17_11_CTG4	KV766197.1	CHROMOSOME	17	CM000679.2	REGION237	+	1	246895	52434177	52673566	0	0
PATCHES	Primary Assembly	HSCHR18_5_CTG1_1	KQ458385.1	CHROMOSOME	18	CM000680.2	REGION230	+	1	205101	22388680	22588100	0	0
PATCHES	Primary Assembly	HG2213_PATCH	KQ090028.1	CHROMOSOME	18	CM000680.2	CTIF	+	1	407387	48514982	48918117	0	0
PATCHES	Primary Assembly	HG26_PATCH	KQ458386.1	CHROMOSOME	19	CM000681.2	REGION231	b	1	405389	38590365	38995717	0	0
PATCHES	Primary Assembly	HG2021_PATCH	KN196484.1	CHROMOSOME	19	CM000681.2	FCGBP	+	1	370917	39740125	40095774	0	0
PATCHES	Primary Assembly	HSCHR19KIR_0019-4656-A_CTG3_1	KV575246.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	163926	54698377	54862477	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TA01_1_CTG3_1	KV575247.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	170206	54698377	54868566	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TA01_2_CTG3_1	KV575248.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	168131	54698377	54866476	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TB04_CTG3_1	KV575249.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	293522	54698377	54859094	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA01-TB01_CTG3_1	KV575250.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	241058	54698377	54911985	0	0
PATCHES	Primary Assembly	HSCHR19KIR_HG2394_CTG3_1	KV575251.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	159285	54698377	54857647	0	0
PATCHES	Primary Assembly	HSCHR19KIR_502960008-2_CTG3_1	KV575252.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	178197	54698377	54877599	0	0
PATCHES	Primary Assembly	HSCHR19KIR_502960008-1_CTG3_1	KV575253.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	166713	54698377	54865096	0	0
PATCHES	Primary Assembly	HSCHR19KIR_0010-5217-AB_CTG3_1	KV575254.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	99845	54698377	54877460	0	0
PATCHES	Primary Assembly	HSCHR19KIR_7191059-1_CTG3_1	KV575255.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	161095	54698377	54859438	0	0
PATCHES	Primary Assembly	HSCHR19KIR_0019-4656-B_CTG3_1	KV575256.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	223118	54698377	54863896	0	0
PATCHES	Primary Assembly	HSCHR19KIR_CA04_CTG3_1	KV575257.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	100553	54698377	54879431	0	0
PATCHES	Primary Assembly	HSCHR19KIR_7191059-2_CTG3_1	KV575259.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	171263	54698377	54869651	0	0
PATCHES	Primary Assembly	HSCHR19KIR_HG2396_CTG3_1	KV575260.1	CHROMOSOME	19	CM000681.2	LRC_KIR	+	1	145691	54698377	54857701	0	0
PATCHES	Primary Assembly	HSCHR19KIR_HG2393_CTG3_1	KV575258.1	CHROMOSOME	19	CM000681.2	LRC_KIR	-	1	156965	54720577	54911985	0	0
PATCHES	Primary Assembly	HSCHR22_4_CTG1	KN196485.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	156562	42085050	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_6_CTG1	KQ458387.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	155930	42095280	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_7_CTG1	KQ458388.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	174749	42106394	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_5_CTG1	KN196486.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	153027	42114417	42253758	0	0
PATCHES	Primary Assembly	HSCHR22_8_CTG1	KQ759761.1	CHROMOSOME	22	CM000684.2	CYP2D6	+	1	145162	42122259	42253758	0	0
PATCHES	Primary Assembly	HG1311_PATCH	KQ759762.1	CHROMOSOME	22	CM000684.2	SHANK3	+	1	101037	50663907	50764925	0	0
PATCHES	Primary Assembly	HSCHRX_3_CTG7	KV766199.1	CHROMOSOME	X	CM000685.2	REGION239	+	1	188004	4950957	5129468	0	0
PATCHES	Primary Assembly	HG2062_PATCH	KN196487.1	CHROMOSOME	Y	CM000686.2	REGION198	+	34758	101150	56821510	56887902	34757	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_1_CTG3	KI270762.1	CHROMOSOME	1	CM000663.2	REGION108	+	1	354444	2448811	2791270	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_2_CTG3	KI270766.1	CHROMOSOME	1	CM000663.2	PRAME_REGION_1	+	20633	256271	13075113	13312803	20632	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_1_CTG11	KI270760.1	CHROMOSOME	1	CM000663.2	REGION109	+	1	109528	30352191	30456601	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_4_CTG31	KI270765.1	CHROMOSOME	1	CM000663.2	1Q21	+	1	185285	144488706	144674781	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_1_CTG31	GL383518.1	CHROMOSOME	1	CM000663.2	REGION2	+	17254	182439	153700531	153865738	17253	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_2_CTG31	GL383519.1	CHROMOSOME	1	CM000663.2	MTX1	+	15377	110268	155210382	155305245	15376	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_3_CTG31	GL383520.2	CHROMOSOME	1	CM000663.2	REGION3	+	1	366580	198370083	198725175	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_4_CTG32_1	KI270764.1	CHROMOSOME	1	CM000663.2	REGION110	+	1	50258	234163457	234211370	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_3_CTG32_1	KI270763.1	CHROMOSOME	1	CM000663.2	REGION111	+	1	911658	242987893	243895211	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_1_CTG32_1	KI270759.1	CHROMOSOME	1	CM000663.2	REGION112	+	1	425601	245305697	245727576	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR1_2_CTG32_1	KI270761.1	CHROMOSOME	1	CM000663.2	OLFACTORY_REGION_3	+	1	165834	248352027	248511794	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_2_CTG1	KI270770.1	CHROMOSOME	2	CM000664.2	REGION113	+	1	136240	728878	860300	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_3_CTG1	KI270773.1	CHROMOSOME	2	CM000664.2	REGION114	+	1	70887	1204935	1273724	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_4_CTG1	KI270774.1	CHROMOSOME	2	CM000664.2	REGION115	+	1	223625	1315177	1541254	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_1_CTG1	KI270769.1	CHROMOSOME	2	CM000664.2	REGION121	+	1	120616	3391898	3511146	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_1_CTG5	GL383521.1	CHROMOSOME	2	CM000664.2	REGION4	-	1	143390	36225959	36363315	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_1_CTG7	KI270772.1	CHROMOSOME	2	CM000664.2	REGION116	-	1	133041	90269482	90402511	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_5_CTG7_2	KI270775.1	CHROMOSOME	2	CM000664.2	REGION117	+	1	138019	115908855	116040717	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_4_CTG7_2	KI270771.1	CHROMOSOME	2	CM000664.2	REGION118	+	1	110395	116874515	116981849	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_3_CTG7_2	KI270768.1	CHROMOSOME	2	CM000664.2	REGION119	+	1	110099	131697037	131806107	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_2_CTG7_2	GL582966.2	CHROMOSOME	2	CM000664.2	REGION44	+	1	96131	148934069	149024119	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_1_CTG7_2	GL383522.1	CHROMOSOME	2	CM000664.2	SPC25	+	1	123821	168830363	168937194	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_3_CTG15	KI270776.1	CHROMOSOME	2	CM000664.2	REGION120	+	1	174166	241787903	241961305	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR2_1_CTG15	KI270767.1	CHROMOSOME	2	CM000664.2	REGION120	+	1	161578	241961306	242117508	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_1_CTG1	JH636055.2	CHROMOSOME	3	CM000665.2	REGION73	-	1	173151	11815268	11986497	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_3_CTG1	KI270783.1	CHROMOSOME	3	CM000665.2	REGION122	+	1	109187	20277967	20382602	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_4_CTG2_1	KI270780.1	CHROMOSOME	3	CM000665.2	REGION123	+	1	224108	125665519	125883802	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_1_CTG2_1	GL383526.1	CHROMOSOME	3	CM000665.2	REGION5	+	1	180671	151589366	151759498	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_2_CTG2_1	KI270777.1	CHROMOSOME	3	CM000665.2	REGION124	-	1	173649	154111571	154282042	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_3_CTG2_1	KI270778.1	CHROMOSOME	3	CM000665.2	REGION125	+	1	248252	166300784	166544173	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_5_CTG2_1	KI270781.1	CHROMOSOME	3	CM000665.2	REGION126	-	1	113034	184425340	184533338	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_1_CTG3	KI270779.1	CHROMOSOME	3	CM000665.2	MUCIN_REGION_2	+	1	205312	195629504	195827492	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_2_CTG3	KI270782.1	CHROMOSOME	3	CM000665.2	REGION127	-	1	162429	197397856	197558882	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR3_9_CTG3	KI270784.1	CHROMOSOME	3	CM000665.2	REGION128	-	1	184404	198047549	198235559	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_1_CTG4	KI270790.1	CHROMOSOME	4	CM000666.2	REGION129	+	1	220246	21521367	21734410	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_1_CTG6	GL383528.1	CHROMOSOME	4	CM000666.2	REGION6	+	1	376187	34517955	34883858	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_1_CTG8_1	KI270787.1	CHROMOSOME	4	CM000666.2	REGION130	+	1	111943	55678095	55785754	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_1_CTG9	GL000257.2	CHROMOSOME	4	CM000666.2	UGT2B17	+	1	586476	68306359	69010457	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_4_CTG12	KI270788.1	CHROMOSOME	4	CM000666.2	REGION131	+	1	158965	120164199	120317014	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_1_CTG12	GL383527.1	CHROMOSOME	4	CM000666.2	REGION7	+	1	164536	155835378	155987264	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_2_CTG12	KI270785.1	CHROMOSOME	4	CM000666.2	REGION132	+	1	119912	186920392	187048061	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_5_CTG12	KI270789.1	CHROMOSOME	4	CM000666.2	REGION133	+	1	205944	188341423	188542359	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR4_3_CTG12	KI270786.1	CHROMOSOME	4	CM000666.2	REGION134	+	1	244096	189666448	189907070	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_5_CTG1	KI270793.1	CHROMOSOME	5	CM000667.2	REGION135	-	1	126136	502435	626896	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_4_CTG1	KI270792.1	CHROMOSOME	5	CM000667.2	SLC12A7	+	1	179043	981494	1161361	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_3_CTG1	KI270791.1	CHROMOSOME	5	CM000667.2	SLC6A3	-	1	195710	1318299	1509772	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_1_CTG1	GL383532.1	CHROMOSOME	5	CM000667.2	REGION9	-	1	82728	12681426	12744010	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_2_CTG1	GL949742.1	CHROMOSOME	5	CM000667.2	REGION61	b	1	226852	29036498	29254469	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_6_CTG1	KI270794.1	CHROMOSOME	5	CM000667.2	REGION136	+	1	164558	33800665	33963236	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_2_CTG1_1	GL339449.2	CHROMOSOME	5	CM000667.2	SMA	b	1	1612928	69216819	71614443	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_3_CTG1_1	GL383530.1	CHROMOSOME	5	CM000667.2	MCTP1	-	1	101241	95169857	95254491	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_4_CTG1_1	KI270796.1	CHROMOSOME	5	CM000667.2	REGION137	+	1	172708	125279466	125444151	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_1_CTG5	GL383531.1	CHROMOSOME	5	CM000667.2	REGION8	-	1	173459	162373667	162541648	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR5_2_CTG5	KI270795.1	CHROMOSOME	5	CM000667.2	REGION138	+	1	131892	177865465	177993409	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_MHC_APD_CTG1	GL000250.2	CHROMOSOME	6	CM000668.2	MHC	+	1	4672374	28734408	33367716	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG7	KI270800.1	CHROMOSOME	6	CM000668.2	REGION139	+	1	175808	65774814	65944033	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG6	KI270799.1	CHROMOSOME	6	CM000668.2	REGION140	+	1	152148	68262879	68402208	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG2	GL383533.1	CHROMOSOME	6	CM000668.2	REGION10	-	1	124736	79350008	79446911	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG8	KI270801.1	CHROMOSOME	6	CM000668.2	REGION141	+	1	870480	127654803	128521146	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG9	KI270802.1	CHROMOSOME	6	CM000668.2	REGION142	+	1	66404	166220580	166285980	0	8601
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG3	KB021644.2	CHROMOSOME	6	CM000668.2	REGION99	+	1	185823	168796076	168951646	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG4	KI270797.1	CHROMOSOME	6	CM000668.2	REGION143	+	1	197536	169724799	169919706	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR6_1_CTG5	KI270798.1	CHROMOSOME	6	CM000668.2	REGION144	+	1	271782	170272763	170535221	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG1	KI270804.1	CHROMOSOME	7	CM000669.2	REGION145	+	1	157952	43902	198548	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_2_CTG4_4	KI270809.1	CHROMOSOME	7	CM000669.2	REGION146	+	1	209586	76500982	76722751	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG4_4	KI270806.1	CHROMOSOME	7	CM000669.2	REGION147	-	1	158166	103086563	103242097	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG6	GL383534.2	CHROMOSOME	7	CM000669.2	REGION11	+	1	119183	141633409	141746583	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_2_CTG6	KI270803.1	CHROMOSOME	7	CM000669.2	TRB	+	1	1111570	142038121	143088503	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_3_CTG6	KI270808.1	CHROMOSOME	7	CM000669.2	REGION148	+	1	271455	148214874	148487860	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_2_CTG7	KI270807.1	CHROMOSOME	7	CM000669.2	REGION149	+	1	126434	157697532	157820586	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR7_1_CTG7	KI270805.1	CHROMOSOME	7	CM000669.2	REGION150	-	1	209988	158267495	158477174	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_4_CTG1	KI270818.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	145606	718410	861641	0	0
ALT_REF_LOCI_1	Primary Assembly	HSCHR8_2_CTG1	KI270812.1	CHROMOSOME	8	CM000670.2	REGION151	+	1	282736	861642	1141446	0	0
